#,项目,跟踪,父任务,状态,优先级,主题,作者,指派给,更新于,类别,目标版本,开始日期,计划完成日期,预期时间,耗时,% 完成,创建于,结束日期,相关的问题,Bug类型,Bug严重程度,Bug引入阶段,Bug发现阶段,私有,描述
1705,SiTV产品化项目,Bug,"",已关闭,中,待备份中点击备份，生成备份任务，但在数据库中该节目的use_times没有加1,王 凯娜,沈 玮,2014-10-22 17:38,ccms-节目管理,新cCMS-主干测试3.0,2014-10-22,"","",0.00,100,2014-10-22 16:50,2014-10-22 17:38,"","","","","",false,""
1704,SiTV产品化项目,Bug,"",已关闭,中,节目查询列表，点击手动QC，在QC工单中强制成功，但是节目查询中节目的状态没有变,王 凯娜,沈 玮,2014-10-23 11:44,ccms-节目管理,新cCMS-主干测试3.0,2014-10-22,"","",0.00,100,2014-10-22 16:48,2014-10-23 11:44,"","","","","",false,如题
1698,SiTV产品化项目,Feature,"",已关闭,低,当前会出现把刚还原出来、且当前时间以后需要使用的节目删除掉，导致需再次进行还原，删除节目功能再次需要优化,李 歆然,沈 玮,2015-04-21 09:35,ccms-节目管理,新cCMS-现网版本2.0,2014-10-21,"","",0.00,0,2014-10-21 16:21,2015-04-21 09:35,"","","","","",false,"据小赖反馈
1）当前需要删除大批的M、L
2) 当前也需要还原大批的M、L

有一个驻地是需要还原出来M、L 去做转码的（不在我们的新cCMS中发起转码任务，小赖反馈 我们这边发起的任务 没有哪个转马格式）

当这批节目还没有做转码时，它们源文件就被删除啦。"
1683,SiTV产品化项目,Bug,"",已关闭,中,在新cCMS中修改连续剧的系列名称后-保存，老cCMS中sername没有改,李 歆然,"",2014-10-16 13:57,ccms-内容管理,新cCMS-现网版本1.0,2014-10-16,"","",0.00,100,2014-10-16 11:06,2014-10-16 13:57,"","","","","",false,如题
1682,SiTV产品化项目,Bug,"",已关闭,中,新cCMS中分集描述没有做字符限制，同步到老cCMS时，直接将分集描述赋值给总集描述，当总集描述字符大于80字符时会导致有些驻地注入失败,李 歆然,"",2014-10-16 13:56,ccms-内容管理,新cCMS-现网版本1.0,2014-10-16,"","",0.00,100,2014-10-16 10:44,2014-10-16 11:15,"","","","","",false,如题
1681,SiTV产品化项目,Bug,"",已关闭,中,新cCMS将sertitle直接赋值给sername了，导致BI统计不对。需在页面上开放sername的字段，让用户自动输入，用新cCMS的sername字段同步到老cCMS中的sername,李 歆然,"",2014-10-16 13:57,ccms-内容管理,新cCMS-现网版本1.0,2014-10-16,"","",0.00,100,2014-10-16 10:43,2014-10-16 13:57,"","","","","",false,如题
1677,SiTV产品化项目,Feature,"",已关闭,中,还原任务生成时 带上还原类型 属性,李 歆然,张 禕铭,2014-10-27 16:10,ccms-工单管理,新cCMS-现网版本1.0,2014-10-15,"","",0.00,100,2014-10-15 14:54,2014-10-27 16:10,"","","","","",false,"当前 串联单 还原  和 工单 还原 是两个工位的人 在操作
但我们发往还原系统时 没有带标识区分
两个编辑 还得自己去找 是自己工位 需要还原的节目

操作上很不方便"
1665,SiTV产品化项目,Feature,"",已关闭,中,待备份节目 页面，需增加查询条件，百视通标清、其他标清、百视通高清、其他高清。四个条件只能选一个,李 歆然,沈 玮,2014-10-16 13:56,ccms-节目管理,新cCMS-现网版本1.0,2014-10-14,"","",0.00,100,2014-10-14 14:47,2014-10-16 10:21,"","","","","",false,""
1664,SiTV产品化项目,Feature,"",已关闭,中,节目查询中 增加一个功能 统计查询结果中已有节目的时长。使用情况：如编辑想看某个栏目总共入库了多少时长的节目,李 歆然,沈 玮,2014-10-16 14:06,ccms-节目管理,新cCMS-现网版本1.0,2014-10-16,"","",2.00,100,2014-10-14 14:37,2014-10-16 13:59,"","","","","",false,""
1661,SiTV产品化项目,Bug,"",已关闭,中,新增需求,吴 彦泽,"",2015-05-06 18:08,"","",2014-10-13,"","",0.00,0,2014-10-13 18:23,2015-05-06 18:08,"","","","","",false,"1、   转码任务可以根据上线时间和目标格式进行筛选搜索

2、   不在转码的任务可以删除（以清理失败、错误的任务）

3、   待转码的任务增加需是否需还原的标志

4、   转码失败需提示失败原因，需确认转码接口是否记录CarbonCoder返回XML的失败原因。
"
1659,SiTV产品化项目,Feature,"",已关闭,中,节目入库页面，显示顺序调整,吴 彦泽,沈 玮,2014-10-15 10:20,ccms-节目管理,新cCMS-现网版本1.0,2014-10-13,"","",0.00,100,2014-10-13 10:34,2014-10-14 09:14,"","","","","",false,将附件中红色框显示与蓝色框显示顺序对调
1657,SiTV产品化项目,Feature,"",已关闭,中,备份时不判断节目是否需要备份；删除时去掉未备份内容,吴 彦泽,施 涛,2014-10-15 10:21,ccms-节目管理,新cCMS-现网版本1.0,2014-10-11,"","",0.00,100,2014-10-11 17:56,2014-10-13 09:34,"","","","","",false,"背景：
目前节目属性中有“是否备份”的字段，如果内容表示为不需要备份，则未备份，删除时可以删除；
由于用户侧接入系统增加，某些系统发过来的xml中没有此字段，但是内容仍然需要备份，因此此字段废弃使用；
需求改动：
1、所有高码文件都需要备份，未备份内容不能删除；
"
1656,SiTV产品化项目,Bug,"",已关闭,中,批量还原报异常,李 歆然,张 禕铭,2014-10-11 16:02,ccms-工单管理,新cCMS-现网版本1.0,2014-10-11,"","",0.00,100,2014-10-11 15:46,2014-10-11 16:02,"","","","","",false,!批量还原01.jpg!
1637,SiTV产品化项目,Bug,"",已关闭,中,工单生成的还原任务，该节目之前再串联单中，但串联单已修改，进行还原时 提示“【赎罪（电影）】关联串联单已修改，不能还原 ”,李 歆然,张 禕铭,2014-10-11 13:58,ccms-工单管理,新cCMS-现网版本1.0,2014-10-10,"","",0.00,100,2014-10-10 16:37,2014-10-11 13:58,"","","","","",false,如题
1630,SiTV产品化项目,Bug,"",已关闭,中,串联单页面报错,王 凯娜,沈 玮,2014-10-11 16:47,ccms-节目管理,新cCMS-现网版本1.0,2014-10-09,"","",0.00,100,2014-10-09 14:52,2014-10-11 16:47,"","","","","",false,!串联单报错.jpg!
1629,SiTV产品化项目,Bug,"",已关闭,中,项目启动的时候有一行error，如图所示,王 凯娜,沈 玮,2014-12-01 10:15,ccms-共性问题,新cCMS-现网版本1.0,2014-10-09,"","",0.00,100,2014-10-09 14:51,2014-12-01 10:15,"","","","","",false,!启动报错.jpg!
1586,SiTV产品化项目,Feature,"",已关闭,中,还原任务页面，增加节目CODE，用于：编辑对还原后的节目比对。,李 歆然,张 禕铭,2014-10-09 16:11,ccms-工单管理,新cCMS-现网版本1.0,2014-10-08,"","",1.00,100,2014-10-08 14:52,2014-10-09 09:41,"","","","","",false,如题
1578,SiTV产品化项目,Bug,"",已关闭,中,备份任务时，生成的XML中带有<>时，SITV的备份系统扫描XML失败,王 凯娜,张 禕铭,2014-10-09 15:33,ccms-节目管理,新cCMS-现网版本1.0,2014-10-08,"","",1.00,100,2014-10-08 10:19,2014-10-09 09:40,"","","","","",false,""
1577,SiTV产品化项目,Bug,"",已关闭,低,从新窗口打开我们的新cCMS，登陆到新cCMS后，再点击最大化时，窗口内的内容不是随着窗口变大而变大。如小窗口一页显示5个内容，窗口最大化时还是只能显示5个内容。,李 歆然,沈 玮,2014-12-08 14:24,ccms-共性问题,新cCMS-现网版本2.0,2014-09-30,"","",0.00,100,2014-09-30 16:28,2014-12-07 11:10,"","","","","",false,如题
1576,SiTV产品化项目,Feature,"",已关闭,中,"转码任务，7转码4,7转换8，当多次转码失败时，需要增加一个新的重发功能，使用特定的planId，转码中心会根据planId 进行 转码成功",李 歆然,张 禕铭,2014-10-09 17:04,ccms-工单管理,新cCMS-现网版本1.0,2014-09-30,"","",4.00,100,2014-09-30 16:02,2014-10-09 09:39,"","","","","",false,如题
1575,SiTV产品化项目,Feature,"",已关闭,中,转码任务 增加源类型、目标类型的文件格式、上线日期 查询功能,李 歆然,张 禕铭,2014-10-09 16:52,ccms-工单管理,新cCMS-现网版本1.0,2014-09-30,"","",2.00,100,2014-09-30 14:50,2014-10-09 16:45,"","","","","",false,""
1574,SiTV产品化项目,Feature,"",已关闭,中,SiTV 有专门的热炒机器，转码任务--热炒时，我们需使用单独策略 和普通类型区分开来。,李 歆然,张 禕铭,2014-10-09 17:54,ccms-工单管理,新cCMS-现网版本1.0,2014-09-30,"","",2.00,100,2014-09-30 14:46,2014-10-09 09:37,"","","","","",false,如图
1573,SiTV产品化项目,Feature,"",已关闭,中,页面优化-查询table优化（参照系统管理-操作日志）,吴 彦泽,"",2015-05-06 20:38,ccms-页面优化,"",2014-09-30,2014-10-10,"",0.00,0,2014-09-30 14:43,2015-05-06 20:38,"","","","","",false,"1、所有页面下拉框、输入框宽度一致；
2、查询的table表格n行*2列，2列的列宽保持相等；
3、关于时间查询，分为两行显示；
4、查询按钮保持左对齐，上下居中；"
1571,SiTV产品化项目,Bug,"",已关闭,中,待备份库页面，对磁带进行翻页时，页面404,李 歆然,施 涛,2014-09-30 11:34,ccms-节目管理,新cCMS-现网版本1.0,2014-09-30,"","",0.00,100,2014-09-30 11:34,2014-09-30 11:34,"","","","","",false,!待备份节目01.jpg!
1554,SiTV产品化项目,Bug,"",已关闭,中,单剧集/多剧集页面，列表显示时 未过滤状态为-1的数据,李 歆然,"",2014-09-29 15:30,ccms-内容管理,新cCMS-现网版本1.0,2014-09-29,"","",0.00,100,2014-09-29 15:30,2014-09-29 15:30,"","","","","",false,如题
1551,SiTV产品化项目,Feature,"",已关闭,中,节目入库页面，预览 改成 按钮，且字体加大，方便编辑点击,李 歆然,施 涛,2014-09-30 09:38,ccms-节目管理,新cCMS-现网版本1.0,2014-09-29,"","",0.00,100,2014-09-29 14:45,2014-09-29 16:19,"","","","","",false,如题
1550,SiTV产品化项目,Feature,"",已关闭,中,还原任务-当类型为“串联单”时，发送还原前 能和串联单做一下判断，在以后串联单中存在的还原任务 才发完还原中心。已不在以后串联单中了，就直接取消掉，不需要发送,李 歆然,张 禕铭,2014-10-11 14:18,ccms-工单管理,新cCMS-现网版本1.0,2014-09-29,"","",1.00,100,2014-09-29 13:51,2014-09-30 11:30,"","","","","",false,"因串联单是会更新的，前一次生成的还原任务，后来因串联单更新后，该节目已不需要啦。可仍然在还原任务中。
当编辑发送还原任务时，就会到还原中心。

导致编辑人员会对已不需要的还原任务 做还原。"
1549,SiTV产品化项目,Bug,"",已关闭,中,还原任务--查看明细页面报错,王 凯娜,沈 玮,2014-09-29 14:12,ccms-工单管理,新cCMS-现网版本1.0,2014-09-29,"","",0.00,100,2014-09-29 13:49,2014-09-29 14:09,"","","","","",false,"2014: Servlet.service() for servlet jsp threw exceptionDispatcher invoke
org.hibernate.QueryException: could not resolve property: barCode of: sitv.ccms.entity.asset.AssetBackup [select ab.barCode from sitv.ccms.entity.order.RestoreTask rt , sitv.ccms.entity.asset.MediaFile mf , sitv.ccms.entity.asset.AssetBackup ab 
                        where rt.sourceFileId = mf.id and ab.fileId = mf.id and ab.status = 2 and rt.id = ? ]
        at org.hibernate.persister.entity.AbstractPropertyMapping.throwPropertyException(AbstractPropertyMapping.java:43)
        at org.hibernate.persister.entity.AbstractPropertyMapping.toType(AbstractPropertyMapping.java:37)
        at org.hibernate.persister.entity.AbstractEntityPersister.toType(AbstractEntityPersister.java:1312)
        at org.hibernate.hql.ast.tree.FromElementType.getPropertyType(FromElementType.java:279)
        at org.hibernate.hql.ast.tree.FromElement.getPropertyType(FromElement.java:386)
        at org.hibernate.hql.ast.tree.DotNode.getDataType(DotNode.java:505)
        at org.hibernate.hql.ast.tree.DotNode.prepareLhs(DotNode.java:223)
        at org.hibernate.hql.ast.tree.DotNode.resolve(DotNode.java:174)
"
1548,SiTV产品化项目,Feature,"",已关闭,中,还原任务-待还原磁带列表导出 功能，当前是导出所有待还原的磁带，期望能根据查询结果 来导出磁带信息,李 歆然,张 禕铭,2014-10-11 14:58,ccms-工单管理,新cCMS-现网版本1.0,2014-09-29,"","",2.00,100,2014-09-29 13:48,2014-09-30 11:29,"","","","","",false,如题
1541,SiTV产品化项目,Bug,"",已关闭,很高,多剧集列表页面，总时长不对,李 歆然,"",2014-09-30 09:38,ccms-内容管理,新cCMS-现网版本1.0,2014-09-29,"","",0.00,100,2014-09-29 09:39,2014-09-29 10:49,"","","","","",false,"!总时长01.jpg!
!总时长02.png!"
1540,SiTV产品化项目,Feature,"",已关闭,中,新增了 备份配置路径，请在存储管理中 增加该配置（新增、修改）功能,李 歆然,施 涛,2014-09-30 09:37,ccms-系统管理,新cCMS-现网版本1.0,2014-09-29,"","",0.00,100,2014-09-29 09:05,2014-09-29 14:09,"","","","","",false,如题
1539,SiTV产品化项目,Bug,"",已关闭,中,专辑配置页面新增热点，复杂逻辑,王 凯娜,张 禕铭,2014-10-24 11:06,ccms-内容管理,新cCMS-现网版本1.0,2014-09-28,"","",0.00,100,2014-09-28 18:05,2014-10-24 11:06,"","","","","",false,"操作步骤：
1：选择专辑“爸爸去哪儿第一季”进入配置页面
2：框出一个热区，对象类型选择单剧集内容，对象名称中选择一个单剧集：HD_测试_使徒行者-国语版[1]0_B
3：此时，不点击添加按钮，将对象类型更改为多剧集内容，其他不变
4：点击添加

现象：配置页面左边的热点列表区域出现一个对象类型是多剧集内容的热点，对象名称为null"
1537,SiTV产品化项目,Feature,"",已关闭,中,待备份页面--可选框颜色与字体颜色相同-深蓝色,吴 彦泽,施 涛,2014-10-15 10:44,ccms-页面优化,新cCMS-现网版本1.0,2014-09-28,"","",0.00,100,2014-09-28 14:22,2014-09-29 14:10,"","","","","",false,问题：可选框与非可选框颜色相近，不容易识别；
1536,SiTV产品化项目,Bug,"",已关闭,中,"专辑中热点backrul，同步到老cCMS中obj_name 为HD_null, 需改成 backurl",李 歆然,"",2014-09-28 13:58,ccms-内容管理,新cCMS-现网版本1.0,2014-09-28,"","",0.00,100,2014-09-28 13:58,2014-09-28 13:58,"","","","","",false,""
1535,SiTV产品化项目,Feature,"",已关闭,中,转码任务失败时，需要告警,吴 彦泽,李 百峰,2014-11-30 15:58,ccms-工单管理,新cCMS-现网版本1.0,2014-09-28,"","",0.00,0,2014-09-28 13:19,2014-11-30 15:58,"","","","","",false,"存在的问题：转码任务队列中，有失败的任务，导致后面的任务无法进入队列中；
解决方案：需要加告警机制"
1534,SiTV产品化项目,Bug,"",已关闭,中,备份流程更改后，在备份任务中看不到已发送备份任务的内容,王 凯娜,沈 玮,2014-09-28 11:25,ccms-节目管理,新cCMS-现网版本1.0,2014-09-28,"","",0.00,100,2014-09-28 11:25,2014-09-28 11:25,"","","","","",false,"前提：备份任务升级时间为9月28号上午9点30分，有一批备份任务是在9月26号进行的备份
1、备份流程更改前是有两张表：CMS_PROG_FILE_BACKUP、CMS_PROG_FILE_BACKUP_HIS，备份任务列表是显示CMS_PROG_FILE_BACKUP中的数据
2、备份流程更改后新增一张表：CMS_PROG_FILE_BACKUP_TASK，备份任务列表是显示CMS_PROG_FILE_BACKUP_TASK中的数据
3、9月26号备份的任务生成是在升级前，记录保存在了CMS_PROG_FILE_BACKUP表中，升级后在表CMS_PROG_FILE_BACKUP_TASK中还没有数据，故备份任务列表中没有显示

解决：将表CMS_PROG_FILE_BACKUP中的数据恢复到CMS_PROG_FILE_BACKUP_TASK中"
1533,SiTV产品化项目,Bug,"",已关闭,中,批量还原时，没有生成还原任务,李 歆然,施 涛,2014-09-26 18:52,ccms-节目管理,新cCMS-现网版本1.0,2014-09-26,"","",0.00,100,2014-09-26 17:48,2014-09-26 18:52,"","","","","",false,如题
1531,SiTV产品化项目,Bug,"",已关闭,中,栏目名称数据来源修改，有原来的ENUM配置改为 distinct,吴 彦泽,沈 玮,2014-10-16 15:40,ccms-页面优化,新cCMS-现网版本1.0,2014-09-26,2014-09-26,"",0.00,100,2014-09-26 15:54,2014-09-26 15:54,"","","","","",false,老cCMS栏目数据的获取方式是distinct，而新系统中采用ENUM配置，为了保持数据一致，新系统中修改为distinct方式。
1530,SiTV产品化项目,Bug,"",已关闭,中,"节目删除时 提示 删除失败， Cause By:unexpected token: status near line 1, column 72 [",李 歆然,施 涛,2014-09-28 14:32,ccms-节目管理,新cCMS-现网版本1.0,2014-09-26,"","",0.00,100,2014-09-26 14:14,2014-09-26 15:43,"","","","","",false,"Path:Z/Z001201409190008.ts; 
select count(*) from sitv.ccms.entity.asset.AssetBackupTask where id=? status=?]; nested exception is org.hibernate.hql.ast.QuerySyntaxException: unexpected token: status near line 1, column 72 [select count(*) from sitv.ccms.entity.asset.AssetBackupTask where id=? status=?] 
"
1528,SiTV产品化项目,Feature,"",已关闭,中,节目待删除策略,吴 彦泽,施 涛,2014-10-15 10:45,ccms-节目管理,新cCMS-现网版本1.0,2014-09-26,"","",0.00,100,2014-09-26 13:11,2014-10-10 13:40,"","","","","",false,"1、节目同时满足以下条件时，进入待删除列表：
1.1、usetime=0（未被“转码、迁移、备份、还原”使用的节目）；
1.2、online statu=1（已备份）或backup=0（无需备份）；
1.3、入库时间>5天的节目；

2、节目删除时进行二次校验，*二次校验不通过的节目不进入待删除列表；*
"
1526,SiTV产品化项目,Bug,"",已关闭,中,文件管理中 离线库状态为 未备份时  不显示磁带码,李 歆然,施 涛,2014-09-26 13:52,ccms-节目管理,新cCMS-现网版本1.0,2014-09-26,"","",0.00,100,2014-09-26 11:42,2014-09-26 13:40,"","","","","",false,""
1525,SiTV产品化项目,Feature,"",已关闭,中,节目删除页面,吴 彦泽,施 涛,2014-09-26 18:06,ccms-页面优化,新cCMS-现网版本1.0,2014-09-26,2014-09-26,"",0.00,100,2014-09-26 11:33,2014-09-26 13:13,"","","","","",false,"优化内容：
1、将批量删除的按钮放到列表上面"
1524,SiTV产品化项目,Feature,"",已关闭,中,工单查询页面优化,吴 彦泽,张 晓波,2014-09-26 13:43,ccms-页面优化,新cCMS-现网版本1.0,2014-09-26,2014-09-26,"",0.00,100,2014-09-26 11:30,2014-09-26 11:30,"","","","","",false,"优化内容：
1、工单查询页面中按照“驻地”查询的下拉列表，驻地顺序按照现网顺序进行排序；
2、状态：出现换行，修改为不换行；"
1523,SiTV产品化项目,Support,"",已关闭,中,整理ENUM数据,王 凯娜,施 涛,2014-12-01 10:16,ccms-系统管理,新cCMS-现网版本1.0,2014-09-26,"","",0.00,100,2014-09-26 11:16,2014-12-01 10:16,"","","","","",false,整理Enum数据
1520,SiTV产品化项目,Feature,"",已关闭,低,新增一个内容和节目关系解绑的功能,王 凯娜,施 涛,2015-01-19 15:01,ccms-内容管理,新cCMS-现网版本2.0,2014-09-25,"","",0.00,100,2014-09-25 16:56,2015-01-19 14:52,"","","","","",false,由于编辑人员误操作可能把内容和节目的关系绑错，或者同一个内容的高标清节目没有合到一块儿，所以需要新增这个解绑功能。
1519,SiTV产品化项目,Support,"",已关闭,中,由于编辑误操作，同一个内容的高标清节目没有合到一块儿,王 凯娜,吴 彦泽,2014-09-25 16:57,ccms-内容管理,新cCMS-现网版本1.0,2014-09-25,"","",0.00,100,2014-09-25 14:30,2014-09-25 14:30,"","","","","",false,"编辑误操作导致的结果，有几种情况：
1、先编目了高清的 她的风格（12），添加到连续剧-->选择剧头-->点击添加，生成一条单剧集内容 HD_她的风格（12），多剧集剧头中有HD_她的风格（12）；编辑发现节目的名字不对(她想要的名字为 她的风格（12），没有前边的HD_)，然后 多剧集内容-->剧集-->将第12集删掉(将高清的第12集和剧头关系删掉了)；内容编目-->找到标清的她的风格(12)-->添加到连续剧-->选择剧头-->点击添加；以上操作完在单剧集中出现了两条内容，一条是标清的她的风格(12)，一条是高清的HD_她的风格（12），高标清没有合到一块儿。

2、内容乐乐艾摩S1[1]-->编目-->添加到连续剧-->所填的集数为1，然后 内容HD_乐乐艾摩S1[1]-->编目-->添加到连续剧-->所填的集数为0，导致此内容没有添加到相应的节目中，而单独生成了一条内容，高标清没有合到一块儿。

3、将内容加错，比如将标清爷们儿(1)内容添加到她的风格(1)中去。

解决方案：已经加错的剧集已经有歆然在数据库手动更改了，之后需要增加一个节目和内容关系解绑的功能"
1518,SiTV产品化项目,Feature,"",已关闭,中,实施备份,吴 彦泽,李 歆然,2014-09-30 09:39,"","",2014-09-25,"","",0.00,100,2014-09-25 13:14,2014-09-30 09:39,"","","","","",false,"
1、应用备份：采集备份、cCMS备份
2、数据库备份：已确认冷备，将数据备份后放到本地和存储各一份；
3、串联单webservice接口备份
4、应急方案（歆然）
"
1517,SiTV产品化项目,Bug,"",已关闭,高,82服务器宕机,吴 彦泽,李 歆然,2014-09-26 11:27,"",新cCMS-现网版本1.0,2014-09-25,"","",0.00,100,2014-09-25 11:47,2014-09-25 11:47,"","","","","",false,"原因不详；
解决方案：
1、按照已备份的mount记录恢复现网；
2、将数据库连接池改大， 与现网相同为避免链接数超出；
todo：
1、应用备份：采集备份、cCMS备份
2、数据库备份：已确认冷备，将数据备份后放到本地和存储各一份；
3、串联单webservice接口备份
4、应急方案（歆然）"
1516,SiTV产品化项目,Bug,"",已关闭,中,新增剧头页面，不需要有 更新图片保存 按钮，需去掉,王 凯娜,"",2014-10-16 15:38,ccms-内容管理,新cCMS-现网版本1.0,2014-09-25,"","",0.00,100,2014-09-25 11:27,2014-09-25 14:57,"","","","","",false,""
1513,SiTV产品化项目,Feature,"",已关闭,中,节目删除新增文件类型&离线库状态,王 凯娜,沈 玮,2014-09-25 10:45,ccms-节目管理,新cCMS-现网版本1.0,2014-09-25,"","",0.00,100,2014-09-25 10:45,2014-09-25 10:45,"","","","","",false,""
1512,SiTV产品化项目,Feature,"",已关闭,高,专辑审核缺少再次审核功能,王 凯娜,张 晓波,2014-09-25 10:27,ccms-内容管理,新cCMS-现网版本1.0,2014-09-25,"","",0.00,100,2014-09-25 10:27,2014-09-25 10:27,"","","","","",false,在老cCMS中，专辑审核不通过，状态为再次审核；
1511,SiTV产品化项目,Feature,"",已关闭,高,专辑页面设置页面，缺少“返回”链接时，需要提示,王 凯娜,张 晓波,2014-09-25 10:20,ccms-内容管理,新cCMS-现网版本1.0,2014-09-25,"","",0.00,100,2014-09-25 10:20,2014-09-25 10:20,"","","","","",false,""
1510,SiTV产品化项目,Feature,"",已关闭,高,专题焦点自动保存,王 凯娜,张 晓波,2014-09-25 10:19,ccms-内容管理,新cCMS-现网版本1.0,2014-09-25,"","",0.00,100,2014-09-25 10:19,2014-09-25 10:19,"","","","","",false,新系统中自动保存专题热区，但是从使用习惯上，还是希望增加一个保存按钮
1509,SiTV产品化项目,Bug,"",已关闭,高,数据同步时，专辑按照页面高标清判断内容高标清，导致老数据迁移后，专题焦点丢失,王 凯娜,"",2014-09-25 10:18,ccms-内容管理,新cCMS-现网版本1.0,2014-09-25,"","",0.00,100,2014-09-25 10:18,2014-09-25 10:18,"","","","","",false,"解决方案：
1、老数据先从旧cCMS中修改、审核；
2、新的数据迁移中，修改迁移逻辑"
1508,SiTV产品化项目,Bug,"",已关闭,高,数据迁移时，将文件的MD5码迁移错误了，直播断档了,王 凯娜,"",2014-09-26 11:27,"",新cCMS-现网版本1.0,2014-09-25,"","",0.00,0,2014-09-25 10:11,2014-09-25 11:07,"","","","","",false,数据迁移时，将文件的MD5码迁移错误了，直播断档了
1507,SiTV产品化项目,Feature,"",已关闭,中,专辑数据同步问题,王 凯娜,张 晓波,2014-09-28 17:08,ccms-内容管理,新cCMS-现网版本1.0,2014-09-25,"","",0.00,100,2014-09-25 10:05,2014-09-28 17:02,"","","","","",false,"1、老cCMS中的专辑迁移时将版块信息与一级片单分类同步；
2、下发同步时将一级片单对应到老cCMS的版块值；"
1506,SiTV产品化项目,Feature,"",已关闭,中,内容信息中新增片商字段，可修改,王 凯娜,"",2014-09-28 14:33,ccms-内容管理,新cCMS-现网版本1.0,2014-09-25,"","",0.00,100,2014-09-25 09:52,2014-09-25 14:58,"","","","","",false,"前提：确认同一个片单包里的高标节目的片商是同一个的前提下可修改。
1、老数据用标清program的片商覆盖。
2、单剧集、多剧集用第一个program的片商给content；content修改不覆盖program；"
1503,SiTV产品化项目,Feature,"",已关闭,中,节目采集时出现%号，节目xml丢失,王 凯娜,吴 彦泽,2014-09-25 10:32,ccms-节目管理,新cCMS-现网版本1.0,2014-09-24,"","",0.00,100,2014-09-24 20:16,2014-09-25 10:32,"","","","","",false,问题待确认
1500,SiTV产品化项目,Bug,"",已关闭,中,采集任务到的任务，有时会出现，两个不同节目使用同一个节目code的情况,王 凯娜,沈 玮,2014-09-28 14:53,ccms-内容采集,新cCMS-现网版本1.0,2014-09-24,"","",0.00,100,2014-09-24 16:40,2014-09-25 14:53,"","","","","",false,"目前出现两个节目出现code重复的情况如图：

!采集任务两个不同节目使用同一个节目code1.jpg!

!采集任务两个不同节目使用同一个节目code2.png!"
1499,SiTV产品化项目,Feature,"",已关闭,中,备份任务页面不显示处理失败的任务,王 凯娜,沈 玮,2014-09-26 13:49,ccms-节目管理,新cCMS-现网版本1.0,2014-09-24,"","",0.00,100,2014-09-24 15:56,2014-09-25 14:58,"","","","","",false,"紧急：
1、备份任务发送中的任务，可以取消；
2、二次备份去掉；
3、去掉失败；
待确认修改：
1、状态：待备份、备份中、已备份（二次备份）；
2、备份任务放到工单管理（取消、成功）中，每个任务发送一次工单；"
1498,SiTV产品化项目,Feature,"",已关闭,中,采集任务时读取xml文件名字,王 凯娜,沈 玮,2014-09-28 14:53,ccms-内容采集,新cCMS-现网版本1.0,2014-09-24,"","",0.00,100,2014-09-24 15:41,2014-09-25 10:31,"","","","","",false,"现象：现在采集时读取的是xml文件中的节目名称，导致xml节目名称和mxf文件名字不一致时采集不到
期望：采集的时候读取xml文件名字，而不是xml文件中节目的名字"
1485,SiTV产品化项目,Feature,"",已关闭,低,待备份列表页面要能显示已经选择的待备份文件的总大小,王 凯娜,施 涛,2014-09-26 13:48,ccms-节目管理,新cCMS-现网版本1.0,2014-09-23,"","",0.00,100,2014-09-23 18:14,2014-09-26 13:38,"","","","","",false,""
1484,SiTV产品化项目,Feature,"",已关闭,中,还原任务 中对 状态为“待处理”的还原任务 增加“失败”操作 （目的：对不需要还原的还原任务，直接不进行操作）,李 歆然,张 禕铭,2014-09-24 10:36,ccms-工单管理,新cCMS-现网版本1.0,2014-09-23,"","",1.00,100,2014-09-23 17:51,2014-09-24 09:33,"","","","","",false,如题
1483,SiTV产品化项目,Feature,"",已关闭,中,节目删除页面，增加 栏目名称 查询条件。  待删除列表中 增加显示 栏目名称,李 歆然,沈 玮,2014-09-24 10:07,ccms-节目管理,新cCMS-现网版本1.0,2014-09-23,"","",0.00,100,2014-09-23 17:47,2014-09-23 17:55,"","","","","",false,如题
1481,SiTV产品化项目,Bug,"",已关闭,中,转码任务执行失败，强制成功后文件使用次数会超出限制,吴 彦泽,张 禕铭,2014-09-24 10:06,ccms-工单管理,新cCMS-现网版本1.0,2014-09-23,2014-09-23,"",0.00,100,2014-09-23 16:11,2014-09-23 16:11,"","","","","",false,"转码文件有使用次数，初始为0，失败会-1，从最初状态进入失败，则使用次数为“-1”；
现修改为：强制成功时会先调一次开始，再执行任务；"
1480,SiTV产品化项目,Feature,"",已关闭,中,有节目名称显示的页面，把节目名称这一列调整成可以左右拖动、显示出来节目名字全称。,王 凯娜,沈 玮,2014-11-14 11:33,ccms-节目管理,新cCMS-现网版本1.0,2014-09-23,"","",0.00,100,2014-09-23 16:00,2014-09-23 17:17,"","","","","",false,""
1479,SiTV产品化项目,Feature,"",已关闭,中,备份任务页面中再添加一列显示节目编号,王 凯娜,施 涛,2014-09-25 10:34,ccms-节目管理,新cCMS-现网版本1.0,2014-09-23,"","",0.00,100,2014-09-23 15:57,2014-09-24 14:50,"","","","","",false,在做还原操作的时候要核对这节目编号和磁带号两个信息，显示在同一个页面上方便查看
