#,项目,跟踪,父任务,状态,优先级,主题,作者,指派给,更新于,类别,目标版本,开始日期,计划完成日期,预期时间,耗时,% 完成,创建于,结束日期,相关的问题,Bug类型,Bug严重程度,Bug引入阶段,Bug发现阶段,私有,描述
4382,sitv产品化项目dcms,Feature,"",已关闭,中,专栏页面新增一个按照专栏可用不可用状态查询的条件,王 凯娜,张 晓波,2015-07-08 18:37,内容管理,dcms-V0.3,2015-06-16,"","",0.00,100,2015-06-16 09:19,2015-06-17 16:52,"","","","","",false,""
4381,SiTV产品化项目,Feature,"",新建,中,新增一个驻地时，在编排管理-驻地编排-栏目管理页面：产品的分发内容分类可以通过excel导入(因产品栏目比较多需要一个一个勾选，费时),王 凯娜,赖 凯云,2015-07-08 18:57,ccms-编排管理,新cCMS-现网版本2.0,2015-06-16,2015-07-17,"",0.00,0,2015-06-16 09:18,"","","","","","",false,修改产品的内容分类，高标清，操作权限时能够继承
4380,SiTV产品化项目,Feature,"",已关闭,高,老ccms的中央编排页面有个是否忽略的按钮(原本是用来导片单时去掉推荐位用的)，希望在新版ccms中加上,王 凯娜,赖 凯云,2015-07-23 11:26,ccms-编排管理,新cCMS-现网版本2.0,2015-06-16,2015-07-17,"",0.00,100,2015-06-16 09:16,2015-07-22 13:32,"","","","","",false,【增加查询条件：是否推荐，产品化编排和驻地编排都需要改】
4308,SiTV产品化项目,Support,"",已关闭,中,将ccms打包中的图片裁切从ccms核心剥离出来，单独启动一个tomcat,王 凯娜,张 晓波,2015-06-11 18:28,ccms-驻地管理,新cCMS-现网版本2.0,2015-06-09,"","",0.00,100,2015-06-09 16:39,2015-06-09 16:39,"","","","","",false,"打包线程卡是出现在裁切图片的时候，将打包中的图片裁切剥离出来后，
如果再卡改动裁切图片的程序要重启就不会影响到现网ccms的使用"
4208,sitv产品化项目dcms,Bug,"",已关闭,最高,IMSP采集在传输完成后，检查到该内容已经可用就不再往下进行，工单监控就停留在传输完成这步。期望效果：这种情况工单应该是已经完成的，上报信息为空包处理成功,王 凯娜,张 晓波,2015-06-15 13:53,监控,dcms-V0.3,2015-06-02,"","",0.00,100,2015-06-02 10:54,2015-06-02 11:11,"","","","","",false,""
4206,SiTV产品化项目,Feature,"",已关闭,最高,ccms系统新增一个全量统计各个工单状态的页面，页面以表格形式显示出还原、转码、分发等任务的处理状态及其条数,王 凯娜,张 晓波,2015-06-11 18:28,ccms-工单管理,新cCMS-现网版本2.0,2015-06-01,"","",0.00,100,2015-06-01 16:44,2015-06-11 18:28,"","","","","",false,""
4120,SiTV产品化项目,Bug,"",已关闭,最高,工单里的内容节目没有源格式，但是成品文件在线的，没有生成工单，后台会报null错误，编排就无法下发,王 凯娜,张 晓波,2015-05-28 15:36,ccms-工单管理,新cCMS-现网版本2.0,2015-05-25,"","",0.00,100,2015-05-25 17:20,2015-05-26 09:24,"","","","","",false,""
4118,SiTV产品化项目,Bug,"",已关闭,最高,打包任务卡在打包中，同时转码任务也会卡在检查文件这步，后台会出现多个ccms的进程。解决方法：将检查文件和图片裁切剥离出来，分别单独开一个tomcat,王 凯娜,张 晓波,2015-06-17 18:59,ccms-工单管理,新cCMS-现网版本2.0,2015-05-25,"","",0.00,100,2015-05-25 15:59,2015-06-15 10:14,"","","","","",false,在两边都新增一个超时的机制
4117,SiTV产品化项目,Feature,"",打回,很高,转码失败的任务增设一个检查时长按钮,王 凯娜,张 晓波,2015-07-14 17:02,ccms-工单管理,新cCMS-现网版本2.0,2015-05-25,"","",0.00,100,2015-05-25 15:38,2015-07-08 18:58,"","","","","",false,""
4116,sitv产品化项目dcms,Feature,"",已关闭,高,多剧集缺集导出新增一列对外时间，IMSP编排导出新增一列上线时间和内容code,王 凯娜,张 晓波,2015-06-15 13:53,内容管理,dcms-V0.3,2015-05-25,"","",0.00,100,2015-05-25 15:37,2015-05-28 10:00,"","","","","",false,""
4115,sitv产品化项目dcms,Feature,"",打回,中,dcms统计各产品在线量(同ccms),王 凯娜,张 晓波,2015-07-14 16:58,编排管理,dcms-V0.3,2015-05-25,"","",0.00,0,2015-05-25 15:37,2015-07-08 18:44,"","","","","",false,""
4114,sitv产品化项目dcms,Feature,"",已关闭,中,每天凌晨查询一遍缓存状态为否的且检查时间(新增一个检查时间字段)晚于缓存库的更新时间的缓存条目，如存在缓存则清除。,王 凯娜,张 晓波,2015-06-15 13:52,编排管理,dcms-V0.3,2015-05-25,"","",0.00,100,2015-05-25 15:34,2015-06-01 14:58,"","","","","",false,""
4113,SiTV产品化项目,Feature,"",新建,中,ccms内容管理驻地层增加专栏最大保留数，下发时按照上线时间倒序排序下发最大保留数个数,王 凯娜,赖 凯云,2015-07-14 17:06,ccms-内容管理,新cCMS-现网版本2.0,2015-05-25,"","",0.00,0,2015-05-25 15:33,2015-07-08 18:58,"","","","","",false,增加驻地专栏保留数
4112,SiTV产品化项目,Feature,"",已关闭,中,在节目查询页面，新增一个按照节目描述进行过滤的筛选项,王 凯娜,徐 亮文,2015-05-28 15:36,ccms-内容管理,新cCMS-现网版本2.0,2015-05-25,"","",0.00,100,2015-05-25 15:29,2015-05-27 15:27,"","","","","",false,""
4088,SiTV产品化项目,Bug,"",已关闭,中,编排管理-编排导出导出的多剧集的总集数为0。期望结果：把总集数导出来。,王 凯娜,赖 凯云,2015-05-28 15:36,ccms-编排管理,新cCMS-现网版本2.0,2015-05-22,"","",0.00,100,2015-05-22 10:55,2015-05-26 17:19,"","","","","",false,""
3994,sitv产品化项目dcms,Feature,"",已关闭,中,专栏的编排导出，最大保留数之外的内容也会被导出来，期望：最大保留数之外的不被导出,王 凯娜,张 晓波,2015-05-13 18:29,编排管理,dcms-V0.3,2015-05-12,"","",0.00,100,2015-05-12 09:42,2015-05-12 11:06,"","","","","",false,""
3992,SiTV产品化项目,Feature,"",已关闭,中,修改驻地资费页面新增全选按钮,王 凯娜,施 涛,2015-05-21 09:17,ccms-展示管理,新cCMS-现网版本2.0,2015-05-11,"","",0.00,100,2015-05-11 18:08,2015-05-12 16:12,"","","","","",false,""
3991,SiTV产品化项目,Feature,"",已关闭,中,模板包发布页面增加一个全选按钮,王 凯娜,施 涛,2015-05-21 09:17,ccms-展示管理,新cCMS-现网版本2.0,2015-05-11,"","",0.00,100,2015-05-11 18:08,2015-05-12 16:01,"","","","","",false,""
3987,sitv产品化项目dcms,Feature,"",已关闭,中,单剧集所在连续剧被引用时不能进入待删除列表，删除单剧集时如果该单剧集所在多剧集剧头为空了，该多剧集设为不可用,王 凯娜,张 晓波,2015-07-15 17:33,内容管理,dcms-V0.3,2015-05-11,"","",0.00,100,2015-05-11 11:07,2015-07-08 18:44,"","","","","",false,专辑(没有被引用已发布过的)、没有剧集关系的单剧集
3963,SiTV产品化项目,Feature,"",已关闭,中,手动转码页面去除目标格式为15M的,王 凯娜,张 晓波,2015-05-12 09:24,ccms-节目管理,新cCMS-现网版本2.0,2015-05-06,"","",0.00,100,2015-05-06 09:54,2015-05-06 13:26,"","","","","",false,""
3954,SiTV产品化项目,Feature,"",新建,中,新ccms内容管理列表中新增一个导出功能，导出内容的详细信息,王 凯娜,赖 凯云,2015-07-08 18:58,ccms-内容管理,新cCMS-现网版本2.0,2015-05-05,2015-07-17,"",0.00,0,2015-05-05 16:14,"","","","","","",false,""
3953,SiTV产品化项目,Feature,"",已关闭,中,新生产工单中做批量成功或者批量忽略操作时记录操作人员的名字,王 凯娜,张 晓波,2015-05-12 09:24,ccms-工单管理,新cCMS-现网版本2.0,2015-05-05,"","",0.00,100,2015-05-05 14:22,2015-05-05 16:07,"","","","","",false,""
3940,SiTV产品化项目,Bug,"",已关闭,中,专辑的入口页面上传的图片会将图片后缀写死为.png,王 凯娜,张 晓波,2015-05-12 09:24,ccms-内容管理,新cCMS-现网版本2.0,2015-05-04,"","",0.00,100,2015-05-04 17:56,2015-05-04 18:09,"","","","","",false,""
3939,SiTV产品化项目,Feature,"",已关闭,中,新增中央资费时，列出所有驻地的所有资费，两列复选框从左边向右添加,王 凯娜,赖 凯云,2015-05-28 15:36,ccms-内容管理,新cCMS-现网版本2.0,2015-05-04,"","",0.00,100,2015-05-04 16:18,2015-05-26 17:24,"","","","","",false,""
3937,sitv产品化项目dcms,Feature,"",已关闭,中,专栏保留数的删除 按照上线时间删除 越早的先删,王 凯娜,张 晓波,2015-05-04 18:05,内容管理,dcms-V0.3,2015-05-04,"","",0.00,100,2015-05-04 15:04,2015-05-04 15:04,"","","","","",false,""
3919,SiTV产品化项目,Bug,"",已关闭,中,编排详单刷新没有生成专辑或专栏头，期望结果：能生成专辑或专栏头,王 凯娜,施 涛,2015-05-21 09:17,ccms-编排管理,新cCMS-现网版本2.0,2015-05-04,"","",0.00,100,2015-05-04 11:10,2015-05-07 17:06,"","","","","",false,""
3915,SiTV产品化项目,Bug,"",已关闭,中,向多剧集内容中添加剧集的时候没有将新增的内容的时长计算在多剧集的时长中,王 凯娜,施 涛,2015-05-12 09:24,ccms-内容管理,新cCMS-现网版本2.0,2015-05-04,"","",0.00,100,2015-05-04 10:40,2015-05-06 15:47,"","","","","",false,""
3879,SiTV产品化项目,Feature,"",已关闭,中,在任何包含到跟播剧的统计中，希望系统后台计算时，能够按每日的实际上线集次进行准确的统计。,王 凯娜,张 晓波,2015-05-28 16:38,ccms-编排管理,新cCMS-现网版本2.0,2015-04-28,"","",0.00,100,2015-04-28 16:24,2015-05-28 10:06,"","","","","",false,"举例，A剧在10月上线了8小时，在11月上线了10小时。就希望在月度统计时，搜10月统计数据时，能够把A剧的8小时统计在内。
      在搜11月数据时，能够把A剧的10小时统计在内。而不是显示A剧在10月无上线。A剧在11月上线了18小时。

此问题主要是因为电视剧跨月造成的问题，想过很多变通的办法，但是挺难的。
其核心诉求是将电视剧的单集拆开进行统计，此部分项听下实现方面的意见
"
3878,SiTV产品化项目,Feature,"",已关闭,中,编排统计增设2个基本的批量统计功能,王 凯娜,张 晓波,2015-05-21 09:16,ccms-编排管理,新cCMS-现网版本2.0,2015-04-28,"","",0.00,100,2015-04-28 16:22,2015-05-20 19:12,"","","","","",false,"功能1：统计各产品某一时间段内（一周或者一月）的上线量【查询条件：二审毕】 
功能2：统计各产品当前的在线量【查询条件：已上、待上、待下，二审毕】

作为固定报表出，后台统计，查询条件固定。此功能不做主动查询，定期更新。
"
3875,SiTV产品化项目,Bug,"",已关闭,中,转码任务并发：当节目A的转码任务处于通知成功(5)或者检查文件(7)的状态时，再次发起转码任务会生成重复的转码任务,王 凯娜,张 晓波,2015-04-29 09:13,ccms-工单管理,新cCMS-现网版本2.0,2015-04-28,"","",0.00,0,2015-04-28 15:10,2015-04-28 15:10,"","","","","",false,""
3873,sitv产品化项目dcms,Bug,"",已关闭,中,IMSP编排更新时会发生部分数据未被更新,王 凯娜,张 晓波,2015-04-29 16:55,内容采集,dcms-V0.3,2015-04-28,"","",0.00,100,2015-04-28 14:48,2015-04-28 14:53,"","","","","",false,"最早采集到的imsp编排单在检查内容可用的时候更新内容对象信息，将整个对象信息都更新了，
把后采集到的IMSP编排单覆盖了。"
3868,SiTV产品化项目,Bug,"",已关闭,中,ccms新生产工单的批量成功按钮和批量忽略按钮没有设置工单的结束时间,王 凯娜,张 晓波,2015-05-12 09:24,ccms-工单管理,新cCMS-现网版本2.0,2015-04-28,"","",0.00,100,2015-04-28 12:37,2015-05-05 18:40,"","","","","",false,""
3865,SiTV产品化项目,Feature,"",已关闭,中,刷新详单生成新添加内容的工单时，上线时间取剧集的对外时间,王 凯娜,张 晓波,2015-04-29 09:13,ccms-内容管理,新cCMS-现网版本2.0,2015-04-28,"","",0.00,100,2015-04-28 10:58,2015-04-28 11:08,"","","","","",false,"1、上线时间和对外时间可能不一样
2、编辑当天添加的内容对外时间填的今天，但是编排单的上线时间是之前的，那么刷新详单后
生成的转码工单就是普通类型的，其实要生成热炒类型的。"
3864,SiTV产品化项目,Feature,"",已关闭,中,"节目入库时生成一条迁移任务，将源文件备份到指定的路径,同时待备份页面增加一个过滤条件，只有已经存在于缓存库的节目才能在待备份页面显示出来",王 凯娜,徐 亮文,2015-04-29 09:13,ccms-节目管理,新cCMS-现网版本2.0,2015-04-28,"","",0.00,0,2015-04-28 10:27,2015-04-28 10:27,"","","","","",false,""
3856,SiTV产品化项目,Bug,"",已关闭,中,打包并发问题,王 凯娜,张 晓波,2015-07-08 18:31,ccms-工单管理,新cCMS-现网版本2.0,2015-04-27,"","",0.00,0,2015-04-27 16:20,2015-06-17 18:24,"","","","","",false,""
3850,SiTV产品化项目,Feature,"",已关闭,中,批量打空包按钮对运维人员隐藏,王 凯娜,张 晓波,2015-05-12 09:24,ccms-系统管理,新cCMS-现网版本2.0,2015-04-27,"","",0.00,100,2015-04-27 14:14,2015-05-05 13:51,"","","","","",false,""
3849,sitv产品化项目dcms,Feature,"",已关闭,中,删除内容时将对应内容的图片、offering、剧集关系、media全部删除并且将这些信息备份到另外一张表中,王 凯娜,张 晓波,2015-05-13 18:29,内容管理,dcms-V0.3,2015-04-27,"","",0.00,100,2015-04-27 13:56,2015-05-06 17:02,"","","","","",false,""
3839,SiTV产品化项目,Feature,"",已关闭,高,在生产工单(新生产工单)页面新增驻地多选项(统计工单未完成的个数以及小时)、上线时间的查询条件，只统计工单为未完成的,王 凯娜,张 晓波,2015-08-06 10:50,ccms-工单管理,新cCMS-现网版本2.0,2015-04-27,2015-07-17,"",0.00,100,2015-04-27 08:52,2015-07-27 10:09,"","","","","",false,!ccms生产工单新增查询条件.png!
3812,SiTV产品化项目,Bug,"",已关闭,中,节目管理-文件管理-转码页面：点击更改页数后页面报404错误,王 凯娜,施 涛,2015-04-23 08:56,ccms-节目管理,新cCMS-现网版本2.0,2015-04-21,"","",0.00,100,2015-04-21 15:30,2015-04-21 15:54,"","","","","",false,""
3795,SiTV产品化项目,Feature,"",已关闭,中,投票添加选项时，只可选单剧集、多剧集、文字三个类型,王 凯娜,张 晓波,2015-04-23 08:56,ccms-内容管理,新cCMS-现网版本2.0,2015-04-20,"","",0.00,100,2015-04-20 17:12,2015-04-20 17:13,"","","","","",false,""
3794,SiTV产品化项目,Feature,"",已关闭,中,工单任务重强制转码、还原、迁移成功或失败，显示操作人员名字,王 凯娜,张 晓波,2015-04-23 08:56,ccms-工单管理,新cCMS-现网版本2.0,2015-04-20,"","",0.00,100,2015-04-20 17:11,2015-04-20 17:11,"","","","","",false,""
3792,SiTV产品化项目,Bug,"",已关闭,中,ccms内容管理-驻地资费：查询后修改某个驻地资费，点击保存返回驻地资费列表页面没有保留查询条件,王 凯娜,施 涛,2015-04-23 08:56,ccms-内容管理,新cCMS-现网版本2.0,2015-04-20,"","",0.00,100,2015-04-20 16:48,2015-04-20 17:34,"","","","","",false,""
3791,sitv产品化项目dcms,Feature,"",已关闭,中,IMSP编排查询按照更新时间对编排，只跑某个更新时间以后未入库的编排，更新时间限制可配置。并且在IMSP编排查询页面标记出不对编排的未入库的编排单。,王 凯娜,施 涛,2015-06-01 17:49,编排管理,dcms-V0.3,2015-04-20,"","",0.00,100,2015-04-20 16:23,2015-05-22 13:54,"","","","","",false,""
3784,SiTV产品化项目,Feature,"",新建,中,新生产工单-详情页面：新增dcms反馈状态并增加操作人员的记录,王 凯娜,赖 凯云,2015-07-14 17:08,ccms-监控,新cCMS-现网版本2.0,2015-04-20,"","",0.00,0,2015-04-20 15:35,2015-07-08 19:00,"","","","","",false,"在工单任务列表下方增加一个列表显示以下信息：
加打包人员
打包类型
驻地单剧集的流水状态

增加操作人员待议"
3780,SiTV产品化项目,Feature,"",已关闭,中,驻地管理中的分发任务、单剧集页面、打包任务，生产工单页面按驻地名称查询的条件中只显示任务中有的驻地,王 凯娜,施 涛,2015-04-23 08:56,ccms-驻地管理,新cCMS-现网版本2.0,2015-04-20,"","",0.00,100,2015-04-20 14:24,2015-04-20 17:41,"","","","","",false,""
3773,SiTV产品化项目,Bug,"",已关闭,中,ccms监控kettle.log日志中会报调用存储过程死锁的错误,王 凯娜,沈 玮,2015-04-29 10:38,ccms-监控,新cCMS-现网版本2.0,2015-04-17,"","",0.00,100,2015-04-17 17:46,2015-04-29 08:53,"","","","","",false,""
3749,SiTV产品化项目,Feature,"",已关闭,中,md5程序中新增一个计算文件大小的功能，原来转码任务完成后计算文件大小的去掉,王 凯娜,李 百峰,2015-05-11 10:06,ccms-工单管理,新cCMS-现网版本2.0,2015-04-16,"","",0.00,100,2015-04-16 17:47,2015-05-11 10:02,"","","","","",false,原来是因为转码并发问题导致计算文件大小有问题，现在并发问题解决了，本问题就先不改了。
3748,SiTV产品化项目,Bug,"",已关闭,中,转码任务并发问题,王 凯娜,张 晓波,2015-05-12 09:24,ccms-工单管理,新cCMS-现网版本2.0,2015-04-16,"","",0.00,100,2015-04-16 17:42,2015-05-05 16:24,"","","","","",false,"1、转码(类型为热炒)完成后还没迁移完成，成品文件为在线库不在线
2、此时又由编排单触发生成一个新的转码任务（类型为普通类型的，因为成品文件在线库为不在线就又生成转码任务了）
3、热炒和普通的转出来的文件大小有差别
4、第二次转码完后，就到迁移目标路径去计算文件大小了，但是此时这次转码对应的迁移任务还没迁完，现在目标路径里是第一次转码生成的文件，程序一看目标路径下已经有该成品文件了，就拿到第一次转出来文件的大小。
综合以上情况就造成了文件大小有问题，到dcms中文件传输就失败了。

解决：在转码任务重新增一个中间状态，防止重复转码"
